	userid	text	dt	answer
94	640876	WHEN NAUGHTY THOUGHTS POP INTO MY HEAD	2017-08-15T21:40:42.0000000	skipped
95	640876	KITTY LITTER SMELL	2017-08-15T21:40:42.0000000	skipped
96	640876	deflategate	2017-08-15T21:40:42.0000000	skipped
97	640876	flag burning	2017-08-15T21:40:42.0000000	skipped
98	640876	cooking	2017-08-15T21:40:42.0000000	skipped
99	640876	swimming with fish	2017-08-15T21:40:42.0000000	skipped
100	640876	anyone hotter than me	2017-08-15T21:40:42.0000000	skipped
101	640876	CHESS	2017-08-15T21:40:42.0000000	skipped
102	639577	hamburgers	2017-08-15T21:40:32.0000000	liked
103	639577	pottery	2017-08-15T21:40:32.0000000	liked
104	639577	ANDY SAMBERG	2017-08-15T21:40:32.0000000	disliked
105	639577	SPIDERS	2017-08-15T21:40:32.0000000	liked
106	639577	being a girl	2017-08-15T21:40:32.0000000	disliked
107	639577	Bill Clinton	2017-08-15T21:40:32.0000000	loved
108	639577	the end piece of a loaf of bread	2017-08-15T21:40:32.0000000	hated
109	639577	PEOPLE WHO THINK DRUGS ARE AWESOME	2017-08-15T21:40:32.0000000	disliked
110	639577	greasy food	2017-08-15T21:40:32.0000000	liked
111	639577	friendsgiving	2017-08-15T21:40:32.0000000	liked
112	639577	saying cheese during a picture	2017-08-15T21:40:32.0000000	disliked
113	639577	attending religious services	2017-08-15T21:40:32.0000000	hated
114	639577	income inequality	2017-08-15T21:40:32.0000000	hated
115	601894	all-inclusive resorts	2017-08-15T21:40:27.0000000	loved
116	601894	scrabble	2017-08-15T21:40:27.0000000	liked
117	601894	ivanka trump	2017-08-15T21:40:27.0000000	disliked
118	601894	HORSE RACING	2017-08-15T21:40:27.0000000	disliked
119	601894	cotton candy	2017-08-15T21:40:27.0000000	disliked
120	601894	dabbing pizza grease with a napkin	2017-08-15T21:40:27.0000000	disliked
121	601894	monogamy	2017-08-15T21:40:27.0000000	liked
122	601894	SPONTANEOUS BONERS	2017-08-15T21:40:27.0000000	disliked
123	601894	jokes	2017-08-15T21:40:27.0000000	loved
124	601894	veggie burgers	2017-08-15T21:40:27.0000000	hated
125	601894	people who block the whole escalator	2017-08-15T21:40:27.0000000	loved
126	640878	ACOUSTIC GUITAR BRO	2017-08-15T21:40:27.0000000	liked
127	640878	WATCHING YOUTUBE COMPILATIONS	2017-08-15T21:40:27.0000000	liked
128	640878	80's music	2017-08-15T21:40:27.0000000	loved
129	640878	picking scabs	2017-08-15T21:40:27.0000000	liked
130	640878	burger king	2017-08-15T21:40:27.0000000	liked
131	640878	bad grammar	2017-08-15T21:40:27.0000000	hated
132	640878	march madness bracket tournaments	2017-08-15T21:40:27.0000000	skipped
133	640878	swimming with fish	2017-08-15T21:40:27.0000000	liked
134	640878	college sports	2017-08-15T21:40:27.0000000	disliked
135	640878	drawn-in eyebrows	2017-08-15T21:40:27.0000000	disliked
136	640878	the twilight saga	2017-08-15T21:40:27.0000000	disliked
137	640878	the metric system	2017-08-15T21:40:27.0000000	liked
138	640878	watching movie trailers	2017-08-15T21:40:27.0000000	liked
139	640878	hunting	2017-08-15T21:40:27.0000000	skipped
140	640878	fasting	2017-08-15T21:40:27.0000000	disliked
141	640878	"GOING ""GREEN"""	2017-08-15T21:40:27.0000000	skipped
142	640878	imitation meat	2017-08-15T21:40:27.0000000	hated
143	640878	SLOW WALKERS	2017-08-15T21:40:27.0000000	disliked
144	640878	"""U UP?"""	2017-08-15T21:40:27.0000000	skipped
145	640878	crowded gyms	2017-08-15T21:40:27.0000000	disliked
146	640878	iphone games	2017-08-15T21:40:27.0000000	liked
147	640878	YELLING	2017-08-15T21:40:27.0000000	skipped
148	640878	artificial sweeteners	2017-08-15T21:40:27.0000000	disliked
149	640878	eating breakfast	2017-08-15T21:40:27.0000000	liked
150	640878	SXSW	2017-08-15T21:40:27.0000000	skipped
151	640878	freezing chocolate candy bars	2017-08-15T21:40:27.0000000	liked
152	640878	dogs in big cities	2017-08-15T21:40:27.0000000	skipped
153	640878	tough mudder	2017-08-15T21:40:27.0000000	skipped
154	640878	veganism	2017-08-15T21:40:27.0000000	skipped
155	640878	MAN BUNS	2017-08-15T21:40:27.0000000	skipped
156	640878	the holiday season	2017-08-15T21:40:27.0000000	liked
157	640878	eating straight from the fridge	2017-08-15T21:40:27.0000000	skipped
158	640878	laser tag	2017-08-15T21:40:27.0000000	liked
159	640878	fake blondes	2017-08-15T21:40:27.0000000	liked
160	640878	waiting in line	2017-08-15T21:40:27.0000000	liked
161	640878	"""yaaaaaas"""	2017-08-15T21:40:27.0000000	skipped
162	640878	john mayer	2017-08-15T21:40:27.0000000	skipped
163	640878	the hiccups	2017-08-15T21:40:27.0000000	hated
164	640878	reality dating television shows	2017-08-15T21:40:27.0000000	hated
165	640878	THE EIFFEL TOWER	2017-08-15T21:40:27.0000000	loved
166	528617	going to the doctor	2017-08-15T21:40:25.0000000	hated
167	528617	STARGAZING	2017-08-15T21:40:25.0000000	loved
168	528617	wine snobs	2017-08-15T21:40:25.0000000	hated
169	528617	splinters	2017-08-15T21:40:25.0000000	hated
170	528617	CHICKEN NUGGETS	2017-08-15T21:40:25.0000000	hated
171	528617	WORKOUT COUPLES	2017-08-15T21:40:25.0000000	hated
172	528617	picking pimples	2017-08-15T21:40:25.0000000	skipped
173	528617	psychology	2017-08-15T21:40:25.0000000	skipped
174	528617	tapout clothing	2017-08-15T21:40:25.0000000	skipped
175	528617	high school reunions	2017-08-15T21:40:25.0000000	hated
176	615141	los angeles	2017-08-15T21:40:13.0000000	skipped
177	615141	splinters	2017-08-15T21:40:13.0000000	skipped
178	615141	hacksaw ridge' the movie	2017-08-15T21:40:13.0000000	skipped
179	615141	candy corn	2017-08-15T21:40:13.0000000	skipped
180	576804	PESTO	2017-08-15T21:40:11.0000000	liked
181	576804	tagging friends in memes	2017-08-15T21:40:11.0000000	liked
182	576804	steak cooked rare	2017-08-15T21:40:11.0000000	skipped
183	576804	3D movies	2017-08-15T21:40:11.0000000	disliked
184	576804	BROMANCES	2017-08-15T21:40:11.0000000	liked
185	640789	caitlyn jenner	2017-08-15T21:40:09.0000000	hated
186	640789	standardized tests in school	2017-08-15T21:40:09.0000000	hated
187	640789	FAD DIETS	2017-08-15T21:40:09.0000000	hated
188	640789	bad sequels	2017-08-15T21:40:09.0000000	hated
189	640789	drug commercials	2017-08-15T21:40:09.0000000	hated
190	640789	wearing comfortable clothing	2017-08-15T21:40:09.0000000	loved
191	640789	when the wifi connects automatically	2017-08-15T21:40:09.0000000	loved
192	640789	root beer floats	2017-08-15T21:40:09.0000000	loved
193	640789	the 'buh buh buh' in sweet caroline	2017-08-15T21:40:09.0000000	loved
194	636621	high sex	2017-08-15T21:40:08.0000000	loved
195	636621	wework	2017-08-15T21:40:08.0000000	disliked
196	636621	crime dramas	2017-08-15T21:40:08.0000000	liked
197	636621	flaking on plans	2017-08-15T21:40:08.0000000	hated
198	636621	DEEP DISH PIZZA	2017-08-15T21:40:08.0000000	loved
199	636621	SAMUEL ADAMS BEER	2017-08-15T21:40:08.0000000	disliked
200	636621	rocky horror picture show	2017-08-15T21:40:08.0000000	liked
201	636621	the defense budget	2017-08-15T21:40:08.0000000	disliked
202	636621	all-natural deodorant	2017-08-15T21:40:08.0000000	disliked
203	636621	SPENDING MONEY	2017-08-15T21:40:08.0000000	liked
204	636621	HAND HUGS	2017-08-15T21:40:08.0000000	disliked
205	636621	THE MACARENA	2017-08-15T21:40:08.0000000	hated
206	636621	over-filtered instagrams	2017-08-15T21:40:08.0000000	disliked
207	636621	getting snowed into a bar	2017-08-15T21:40:08.0000000	loved
208	636621	RISKING MY LIFE TO JAYWALK	2017-08-15T21:40:08.0000000	liked
209	636621	the cha cha slide	2017-08-15T21:40:08.0000000	disliked
210	636621	the x-games	2017-08-15T21:40:08.0000000	liked
211	636621	bread bowls	2017-08-15T21:40:08.0000000	liked
212	636621	USING ALL YOUR MONEY ON FOOD	2017-08-15T21:40:08.0000000	disliked
213	636621	tossing salad	2017-08-15T21:40:08.0000000	liked
214	636621	TRAIL MIX	2017-08-15T21:40:08.0000000	liked
215	640077	instagram	2017-08-15T21:40:07.0000000	skipped
216	640077	filling up on bread	2017-08-15T21:40:07.0000000	skipped
217	640077	"""don't be on the wrong right side of history"""	2017-08-15T21:40:07.0000000	skipped
218	640077	venus flytraps	2017-08-15T21:40:07.0000000	skipped
219	640077	karma	2017-08-15T21:40:07.0000000	skipped
220	640077	PEOPLE WHO BRAG ABOUT THEIR MARCH MADNESS BRACKETS	2017-08-15T21:40:07.0000000	skipped
221	640077	leaving my couch	2017-08-15T21:40:07.0000000	skipped
222	640077	AVOCADO TOAST	2017-08-15T21:40:07.0000000	skipped
223	640077	happy hours	2017-08-15T21:40:07.0000000	skipped
224	640077	WAKING UP TO AN ALARM	2017-08-15T21:40:07.0000000	skipped
225	640077	sports betting	2017-08-15T21:40:07.0000000	skipped
226	640077	PUSHUP BRAS	2017-08-15T21:40:07.0000000	skipped
227	640077	staying with relatives	2017-08-15T21:40:07.0000000	skipped
228	640077	"the word ""toilet"""	2017-08-15T21:40:07.0000000	skipped
229	640077	battleship board game	2017-08-15T21:40:07.0000000	skipped
230	640077	bing	2017-08-15T21:40:07.0000000	skipped
231	640077	kale	2017-08-15T21:40:07.0000000	skipped
232	640077	SRIRACHA	2017-08-15T21:40:07.0000000	liked
233	640077	MASTURBATION	2017-08-15T21:40:07.0000000	skipped
234	640077	the presidential election of 2016	2017-08-15T21:40:07.0000000	hated
235	640077	lots of makeup	2017-08-15T21:40:07.0000000	skipped
236	640077	wikileaks	2017-08-15T21:40:07.0000000	skipped
237	640077	tie dye	2017-08-15T21:40:07.0000000	skipped
238	640077	kids at bars	2017-08-15T21:40:07.0000000	skipped
239	640077	WEARING SLIPPERS AROUND THE HOUSE	2017-08-15T21:40:07.0000000	skipped
240	640077	swimming in cold water	2017-08-15T21:40:07.0000000	skipped
241	640077	pig latin	2017-08-15T21:40:07.0000000	skipped
242	640077	electric toothbrush	2017-08-15T21:40:07.0000000	loved
243	640077	iggy azalea	2017-08-15T21:40:07.0000000	skipped
244	640077	BEING TICKLED	2017-08-15T21:40:07.0000000	skipped
245	640077	turtle necks	2017-08-15T21:40:07.0000000	skipped
246	640077	eating boogers	2017-08-15T21:40:07.0000000	hated
247	640077	HAND HUGS	2017-08-15T21:40:07.0000000	skipped
248	640077	britney spears post-2007	2017-08-15T21:40:07.0000000	skipped
249	640077	RUM PUNCH	2017-08-15T21:40:07.0000000	skipped
250	640077	FRIED CHICKEN	2017-08-15T21:40:07.0000000	skipped
251	640077	GETTING A HAIRCUT	2017-08-15T21:40:07.0000000	skipped
252	640077	texas holdem	2017-08-15T21:40:06.0000000	skipped
253	640077	study abroad	2017-08-15T21:40:06.0000000	skipped
254	640077	death	2017-08-15T21:40:06.0000000	skipped
255	636563	trump's tweets	2017-08-15T21:40:02.0000000	skipped
256	636563	asian fusion	2017-08-15T21:40:02.0000000	skipped
257	636563	movie remakes	2017-08-15T21:40:02.0000000	skipped
258	636563	manchester by the sea' the movie	2017-08-15T21:40:02.0000000	skipped
259	636563	DUNK TANKS	2017-08-15T21:40:02.0000000	skipped
260	636563	feeling sadness ever	2017-08-15T21:40:02.0000000	skipped
261	636563	eggplant	2017-08-15T21:40:02.0000000	skipped
262	636563	watching videos on mute	2017-08-15T21:40:02.0000000	skipped
263	636563	ice cream sandwiches	2017-08-15T21:40:02.0000000	liked
264	636563	UPDATING MY RESUME	2017-08-15T21:40:02.0000000	skipped
265	636563	gift cards	2017-08-15T21:40:02.0000000	skipped
266	636563	wire hangers	2017-08-15T21:40:02.0000000	skipped
267	636563	classic rock	2017-08-15T21:40:02.0000000	skipped
268	636563	itunes updates	2017-08-15T21:40:02.0000000	skipped
269	636563	STRETCHING	2017-08-15T21:40:02.0000000	skipped
270	636563	oral sex	2017-08-15T21:40:02.0000000	loved
271	636563	instagrams of sunsets	2017-08-15T21:40:02.0000000	skipped
272	636563	apple nerds	2017-08-15T21:40:02.0000000	skipped
273	636563	clogs	2017-08-15T21:40:02.0000000	skipped
274	636563	getting snowed into a bar	2017-08-15T21:40:02.0000000	skipped
275	636563	LIPSTICK	2017-08-15T21:40:02.0000000	liked
276	640877	this app	2017-08-15T21:39:59.0000000	skipped
277	640877	facial hair	2017-08-15T21:39:59.0000000	skipped
278	640877	frozen food	2017-08-15T21:39:59.0000000	skipped
279	640877	philosophical arguments	2017-08-15T21:39:59.0000000	loved
280	640877	taking off your pants when you get home	2017-08-15T21:39:59.0000000	loved
281	640877	moms talking about their children all the time	2017-08-15T21:39:59.0000000	hated
282	640877	complicated coffee orders	2017-08-15T21:39:59.0000000	skipped
283	640877	spacing out	2017-08-15T21:39:59.0000000	loved
284	640877	THE SMELL OF WOOD	2017-08-15T21:39:59.0000000	loved
285	640877	hummers	2017-08-15T21:39:59.0000000	skipped
286	640877	TATER TOTS	2017-08-15T21:39:59.0000000	loved
287	640877	leather	2017-08-15T21:39:59.0000000	liked
288	640877	fast walkers	2017-08-15T21:39:59.0000000	loved
289	640877	people who snapchat too much	2017-08-15T21:39:59.0000000	hated
290	640877	fair weather fans	2017-08-15T21:39:59.0000000	skipped
291	640877	tall dudes at concerts	2017-08-15T21:39:59.0000000	skipped
292	640877	money clips	2017-08-15T21:39:59.0000000	skipped
293	640877	people who reply all to party invites	2017-08-15T21:39:59.0000000	skipped
294	640877	portlandia	2017-08-15T21:39:59.0000000	skipped
295	640877	the knicks	2017-08-15T21:39:59.0000000	skipped
296	640877	JAM BANDS	2017-08-15T21:39:59.0000000	skipped
297	640877	PEOPLE WHO TALK ABOUT THEIR CHARITY WORK	2017-08-15T21:39:59.0000000	skipped
298	640877	PICKLES	2017-08-15T21:39:59.0000000	loved
299	640877	DUST	2017-08-15T21:39:59.0000000	hated
300	640877	JELLYFISH	2017-08-15T21:39:59.0000000	skipped
301	640877	the radio	2017-08-15T21:39:59.0000000	skipped
302	640877	the window seat	2017-08-15T21:39:59.0000000	loved
303	640877	wes anderson movies	2017-08-15T21:39:59.0000000	skipped
304	640877	musicians who lip sync	2017-08-15T21:39:59.0000000	skipped
305	640598	associating real violence with video games	2017-08-15T21:39:59.0000000	hated
306	640598	pick up lines	2017-08-15T21:39:59.0000000	disliked
307	640598	college	2017-08-15T21:39:59.0000000	liked
308	640598	dabbing pizza grease with a napkin	2017-08-15T21:39:59.0000000	disliked
309	640598	bitmojis	2017-08-15T21:39:59.0000000	disliked
310	640598	moonlight' the movie	2017-08-15T21:39:59.0000000	skipped
311	640598	PEEPS	2017-08-15T21:39:59.0000000	skipped
312	640598	chipotle	2017-08-15T21:39:59.0000000	skipped
313	640598	passive aggressiveness	2017-08-15T21:39:59.0000000	hated
314	640598	patriotism	2017-08-15T21:39:59.0000000	liked
315	640598	talking during a movie	2017-08-15T21:39:59.0000000	hated
316	640598	selfies	2017-08-15T21:39:59.0000000	liked
317	640598	friends the TV show	2017-08-15T21:39:59.0000000	liked
318	640598	VIRAL VIDEOS	2017-08-15T21:39:59.0000000	hated
319	640598	ROCK-PAPER-SCISSORS	2017-08-15T21:39:59.0000000	liked
320	640598	new orleans	2017-08-15T21:39:59.0000000	skipped
321	640598	DRAKE	2017-08-15T21:39:59.0000000	skipped
322	640598	driving while buzzed	2017-08-15T21:39:59.0000000	hated
323	640598	notifications from team snapchat	2017-08-15T21:39:59.0000000	hated
324	640598	rain on a tin roof	2017-08-15T21:39:59.0000000	loved
325	640598	people who wear shorts in the winter	2017-08-15T21:39:59.0000000	disliked
326	640598	3D movies	2017-08-15T21:39:59.0000000	liked
327	640598	westerns	2017-08-15T21:39:59.0000000	liked
328	640598	people who love themselves	2017-08-15T21:39:59.0000000	liked
329	640598	HARRY POTTER	2017-08-15T21:39:59.0000000	liked
330	640598	spoilers	2017-08-15T21:39:59.0000000	hated
331	640598	running into old acquaintances	2017-08-15T21:39:59.0000000	liked
332	615141	sailing	2017-08-15T21:39:56.0000000	skipped
333	615141	settlers of catan	2017-08-15T21:39:56.0000000	loved
334	615141	gas station wine	2017-08-15T21:39:56.0000000	skipped
335	615141	baking	2017-08-15T21:39:56.0000000	loved
336	615141	people who give up social media for lent	2017-08-15T21:39:56.0000000	skipped
337	615141	kids	2017-08-15T21:39:56.0000000	hated
338	615141	FiveFinger shoes	2017-08-15T21:39:56.0000000	skipped
339	615141	hacky sack	2017-08-15T21:39:56.0000000	skipped
340	615141	helen keller jokes	2017-08-15T21:39:56.0000000	skipped
341	615141	flies	2017-08-15T21:39:56.0000000	skipped
342	615141	SXSW	2017-08-15T21:39:56.0000000	skipped
343	615141	FLIP CUP	2017-08-15T21:39:56.0000000	liked
344	615141	ads that follow me around the internet	2017-08-15T21:39:56.0000000	disliked
345	615141	easter egg hunts	2017-08-15T21:39:56.0000000	liked
346	615141	PEOPLE WHO TALK ABOUT THEIR CHARITY WORK	2017-08-15T21:39:56.0000000	disliked
347	615141	memes	2017-08-15T21:39:56.0000000	liked
348	615141	turtles	2017-08-15T21:39:56.0000000	loved
349	615141	clones	2017-08-15T21:39:56.0000000	skipped
350	615141	TATER TOTS	2017-08-15T21:39:56.0000000	skipped
351	615141	car sex	2017-08-15T21:39:56.0000000	skipped
352	615141	paying someone to clean your home	2017-08-15T21:39:56.0000000	skipped
353	615141	short shorts	2017-08-15T21:39:56.0000000	loved
354	615141	wet socks	2017-08-15T21:39:56.0000000	skipped
355	615141	azealia banks	2017-08-15T21:39:56.0000000	skipped
356	615141	LAP DANCES	2017-08-15T21:39:56.0000000	liked
357	615141	partying in ibiza	2017-08-15T21:39:56.0000000	skipped
358	615141	the metric system	2017-08-15T21:39:56.0000000	loved
359	615141	the idea of self-driving cars	2017-08-15T21:39:56.0000000	liked
360	615141	orange is the new black	2017-08-15T21:39:56.0000000	skipped
361	615141	carrot cake	2017-08-15T21:39:56.0000000	disliked
362	615141	the keystone pipeline	2017-08-15T21:39:56.0000000	skipped
363	615141	coloring with crayons	2017-08-15T21:39:56.0000000	liked
364	615141	real fur clothing	2017-08-15T21:39:56.0000000	skipped
365	615141	snuggling	2017-08-15T21:39:56.0000000	loved
366	615141	driving while buzzed	2017-08-15T21:39:56.0000000	skipped
367	615141	people who think androids are better than iphones	2017-08-15T21:39:56.0000000	skipped
368	615141	BREAKING CHIPS IN THE GUACAMOLE	2017-08-15T21:39:56.0000000	skipped
369	615141	jennifer lawrence	2017-08-15T21:39:56.0000000	skipped
370	615141	youtube ads	2017-08-15T21:39:56.0000000	skipped
371	615141	how-to books	2017-08-15T21:39:56.0000000	skipped
372	576804	NECK TATTOOS	2017-08-15T21:39:53.0000000	disliked
373	576804	will ferrell movies	2017-08-15T21:39:53.0000000	hated
374	576804	birthdays at work	2017-08-15T21:39:53.0000000	disliked
375	576804	video games	2017-08-15T21:39:53.0000000	loved
376	576804	hacky sack	2017-08-15T21:39:53.0000000	skipped
377	576804	YELLING	2017-08-15T21:39:53.0000000	hated
378	576804	the westboro baptist church	2017-08-15T21:39:53.0000000	skipped
379	576804	flying	2017-08-15T21:39:53.0000000	liked
380	576804	stoners	2017-08-15T21:39:53.0000000	liked
381	576804	sudoku	2017-08-15T21:39:53.0000000	skipped
382	576804	frozen grapes	2017-08-15T21:39:53.0000000	liked
383	576804	girls night	2017-08-15T21:39:53.0000000	skipped
384	576804	PEOPLE WHO GET OFFENDED BY JOKES	2017-08-15T21:39:53.0000000	disliked
385	576804	green texts	2017-08-15T21:39:53.0000000	disliked
386	576804	grocery shopping	2017-08-15T21:39:53.0000000	disliked
387	576804	self medicating before flying	2017-08-15T21:39:53.0000000	skipped
388	576804	"""bae"""	2017-08-15T21:39:53.0000000	skipped
389	576804	people who don't vote	2017-08-15T21:39:53.0000000	hated
390	576804	april fools day	2017-08-15T21:39:53.0000000	skipped
391	576804	massages	2017-08-15T21:39:53.0000000	liked
392	576804	soggy bacon	2017-08-15T21:39:53.0000000	hated
393	576804	Rutgers	2017-08-15T21:39:53.0000000	skipped
394	576804	cinco de mayo	2017-08-15T21:39:53.0000000	skipped
395	576804	intelligent design	2017-08-15T21:39:53.0000000	hated
396	576804	babies on my flight	2017-08-15T21:39:53.0000000	disliked
397	576804	furry steering wheel covers	2017-08-15T21:39:53.0000000	disliked
398	576804	touching	2017-08-15T21:39:53.0000000	liked
399	576804	normal	2017-08-15T21:39:53.0000000	liked
400	576804	people who dye their hair pink	2017-08-15T21:39:53.0000000	skipped
401	576804	friendly reminder emails	2017-08-15T21:39:53.0000000	skipped
402	576804	"""would you rather..."""	2017-08-15T21:39:53.0000000	liked
403	576804	traffic	2017-08-15T21:39:53.0000000	disliked
404	576804	birkenstocks	2017-08-15T21:39:53.0000000	skipped
405	576804	bad style	2017-08-15T21:39:53.0000000	loved
406	576804	animated movies	2017-08-15T21:39:53.0000000	skipped
407	576804	tippingåÊthe uber driver	2017-08-15T21:39:53.0000000	loved
408	576804	INGLORIOUS BASTERDS	2017-08-15T21:39:53.0000000	loved
409	576804	gin	2017-08-15T21:39:53.0000000	liked
410	576804	BEING WOKEN UP	2017-08-15T21:39:53.0000000	skipped
411	576804	MAKING A PLAYLIST FOR WHEN I'M TRAVELING	2017-08-15T21:39:53.0000000	loved
412	209153	carrot cake	2017-08-15T21:39:50.0000000	liked
413	209153	UNSWEETENED ICED TEA	2017-08-15T21:39:50.0000000	skipped
414	209153	CLOWN FISH	2017-08-15T21:39:50.0000000	skipped
